,silica_concentrate
1183,1.030000000000001
524,1.0500000000000025
1059,1.340000000000003
540,2.149999999999995
1194,1.3600000000000063
748,1.3799999999999968
1683,1.4900000000000038
1430,2.7400000000000064
484,1.3300000000000052
95,1.8600000000000083
1020,1.4699999999999998
563,1.300000000000004
1264,1.9300000000000053
742,1.6399999999999926
863,1.1500000000000037
1598,2.550000000000008
1484,3.860000000000011
891,4.110000000000011
1577,2.339999999999992
1038,2.3199999999999945
206,5.061592643997779
392,2.285643220731111
794,1.8399999999999967
870,1.1899999999999982
397,3.950000000000007
766,1.6299999999999968
1673,2.1100000000000088
1241,2.75
1028,1.3700000000000032
642,1.1899999999999982
1715,1.1599999999999973
612,0.979999999999998
960,2.149999999999995
1570,2.0799999999999987
725,1.1200000000000028
683,1.6699999999999977
98,1.3600000000000063
804,2.009999999999995
1597,1.3700000000000032
406,2.58999999999999
502,1.2599999999999971
1071,1.4399999999999984
1056,1.1800000000000046
929,2.870000000000003
779,1.1899999999999982
200,4.364576682857777
134,2.879999999999997
1051,1.660000000000001
40,1.3799999999999968
1017,1.7099999999999989
230,2.0799999999999987
1513,1.1100000000000043
378,1.1500000000000037
288,1.8500000000000023
418,1.4699999999999998
391,2.0899005090233334
592,1.5699999999999947
1522,2.310000000000002
1162,2.560000000000002
1086,2.620000000000004
1495,1.280000000000001
647,1.5099999999999962
1152,1.660000000000001
1367,2.1000000000000045
520,1.800000000000006
64,2.1399999999999912
14,3.909101547005556
1180,1.219999999999999
1064,2.149999999999995
492,4.558841886269443
379,1.1200000000000028
187,4.484999999999999
763,1.7299999999999995
216,1.959999999999996
791,1.6100000000000074
1076,1.560000000000002
878,1.1899999999999982
337,1.1299999999999972
719,4.059999999999985
295,3.75
1016,1.77
1275,1.289999999999998
1485,3.170000000000001
455,1.1999999999999966
1813,1.59
815,1.460000000000002
269,1.3799999999999968
995,1.660000000000001
201,4.480746009715555
161,2.360000000000009
1579,2.569999999999994
729,1.5800000000000034
401,3.3399999999999954
702,2.0299999999999927
1500,2.3199999999999945
1129,1.6800000000000053
565,1.1999999999999966
1413,4.730000000000011
1021,1.7299999999999995
1025,1.2400000000000029
1411,4.730000000000011
1585,1.3700000000000032
1104,2.220000000000009
205,4.945423317142221
34,4.720000000000018
775,1.4699999999999998
508,2.25
1451,1.4199999999999944
1478,1.25
1787,2.060000000000002
1390,2.164999999999999
91,1.75
1363,2.170000000000002
897,2.560000000000002
564,1.1800000000000046
1369,2.1100000000000088
776,1.5999999999999988
241,3.1100000000000105
13,3.988355811186112
315,1.5999999999999988
600,1.1200000000000028
387,1.5500000000000052
1297,1.3799999999999968
166,3.857176843775561
840,1.6200000000000032
20,1.1200000000000028
646,1.4699999999999998
1508,1.009999999999999
1154,1.6399999999999926
1528,1.660000000000001
831,2.4800000000000053
1267,1.9300000000000053
1590,1.8799999999999968
562,1.3199999999999952
1769,1.6100000000000074
686,1.6999999999999944
957,1.92
189,2.0699999999999945
975,2.9900000000000064
699,1.2100000000000015
1499,1.7400000000000044
1705,1.8600000000000083
510,3.25
1082,2.009999999999995
474,3.040000000000006
1584,1.529999999999999
856,1.1999999999999966
747,1.889999999999992
252,2.189999999999998
21,1.1500000000000037
1337,1.7599999999999956
459,1.0200000000000022
1184,0.9199999999999984
276,3.77
955,1.5800000000000034
1215,3.7100000000000017
385,1.5099999999999962
805,4.950000000000014
1437,1.3300000000000052
1515,1.1899999999999982
343,3.45001387925
769,1.7400000000000044
1332,4.730000000000011
1685,2.089999999999994
130,2.879999999999997
1687,1.660000000000001
871,1.3600000000000063
1123,2.680000000000006
1396,1.1200000000000028
87,2.579999999999996
1482,2.060000000000002
330,1.4900000000000038
1238,1.4300000000000048
466,3.170000000000001
121,2.199999999999993
1638,2.2599999999999945
1044,2.2799999999999905
1724,1.4399999999999984
1095,2.509999999999994
1130,0.969999999999999
1294,1.3300000000000052
860,1.289999999999998
1459,1.2299999999999964
1126,1.560000000000002
